celex,readable_name,cluster_id,cluster_name,method
32022R0858,DLT Pilot Regime Regulation [Regulation (EU) 2022/858],5,"Financial Markets, Investment & Capital",hand
32022R0868,DGA - Data Governance Act [Regulation (EU) 2022/868],1,"AI, Data Economy & Digital Identity",hand
32022R0869,TEN-E Regulation [Regulation (EU) 2022/869],12,"Environment, Energy & Climate",hand
32022R0879,Regulation (EU) 2022/879,15,EU Institutional Framework & Funding,keyword
32022R0922,Schengen Evaluation Mechanism Regulation [Regulation (EU) 2022/922],9,Criminal Justice & Fundamental Rights,keyword
32022R0930,Regulation (EU) 2022/930,5,"Financial Markets, Investment & Capital",keyword
32022R0931,Regulation (EU) 2022/931,13,"Health, Medicines & Life Sciences",keyword
32022R0944,Regulation (EU) 2022/944,7,Consumer Rights & Internal Market,keyword
32022R0991,EUROPOL Amended Regulation 2022 [Regulation (EU) 2022/991],9,Criminal Justice & Fundamental Rights,hand
32022R0996,Regulation (EU) 2022/996,12,"Environment, Energy & Climate",keyword
32022R1011,Regulation (EU) 2022/1011,6,"Banking, Payments, Insurance & AML",hand
32022R1032,Gas Storage Regulation [Regulation (EU) 2022/1032],12,"Environment, Energy & Climate",keyword
32022R1033,Regulation (EU) 2022/1033,14,"Agriculture, Fisheries & Rural Development",keyword
32022R1034,Regulation (EU) 2022/1034,13,"Health, Medicines & Life Sciences",hand
32022R1035,Regulation (EU) 2022/1035,13,"Health, Medicines & Life Sciences",hand
32022R1172,Regulation (EU) 2022/1172,14,"Agriculture, Fisheries & Rural Development",keyword
32022R1190,SIS Information Alerts Regulation [Regulation (EU) 2022/1190],10,"Migration, Asylum & Border Management",hand
32022R1210,Regulation (EU) 2022/1210,5,"Financial Markets, Investment & Capital",keyword
32022R1225,Regulation (EU) 2022/1225,14,"Agriculture, Fisheries & Rural Development",keyword
32022R1269,Regulation (EU) 2022/1269,15,EU Institutional Framework & Funding,keyword
32022R1273,Regulation (EU) 2022/1273,15,EU Institutional Framework & Funding,keyword
32022R1278,Regulation (EU) 2022/1278,11,Transport & Mobility,keyword
32022R1299,Regulation (EU) 2022/1299,5,"Financial Markets, Investment & Capital",keyword
32022R1300,Regulation (EU) 2022/1300,5,"Financial Markets, Investment & Capital",keyword
32022R1302,Regulation (EU) 2022/1302,5,"Financial Markets, Investment & Capital",keyword
32022R1358,Regulation (EU) 2022/1358,11,Transport & Mobility,keyword
32022R1361,Regulation (EU) 2022/1361,11,Transport & Mobility,keyword
32022R1362,Regulation (EU) 2022/1362,11,Transport & Mobility,keyword
32022R1379,Regulation (EU) 2022/1379,11,Transport & Mobility,keyword
32022R1380,Regulation (EU) 2022/1380,10,"Migration, Asylum & Border Management",keyword
32022R1408,Regulation (EU) 2022/1408,14,"Agriculture, Fisheries & Rural Development",keyword
32022R1409,Regulation (EU) 2022/1409,10,"Migration, Asylum & Border Management",keyword
32022R1463,Regulation (EU) 2022/1463,10,"Migration, Asylum & Border Management",keyword
32022R1467,Regulation (EU) 2022/1467,5,"Financial Markets, Investment & Capital",keyword
32022R1504,Regulation (EU) 2022/1504,6,"Banking, Payments, Insurance & AML",keyword
32022R1528,Regulation (EU) 2022/1528,10,"Migration, Asylum & Border Management",keyword
32022R1622,Regulation (EU) 2022/1622,5,"Financial Markets, Investment & Capital",keyword
32022R1644,Regulation (EU) 2022/1644,13,"Health, Medicines & Life Sciences",keyword
32022R1645,Regulation (EU) 2022/1645,11,Transport & Mobility,keyword
32022R1671,Regulation (EU) 2022/1671,5,"Financial Markets, Investment & Capital",keyword
32022R1855,Regulation (EU) 2022/1855,5,"Financial Markets, Investment & Capital",keyword
32022R1858,Regulation (EU) 2022/1858,5,"Financial Markets, Investment & Capital",keyword
32022R1904,Regulation (EU) 2022/1904,15,EU Institutional Framework & Funding,keyword
32022R1906,Regulation (EU) 2022/1906,15,EU Institutional Framework & Funding,keyword
32022R1925,DMA - Digital Markets Act [Regulation (EU) 2022/1925],2,Platform Regulation & Digital Markets,hand
32022R1930,Regulation (EU) 2022/1930,5,"Financial Markets, Investment & Capital",keyword
32022R1959,Regulation (EU) 2022/1959,5,"Financial Markets, Investment & Capital",keyword
32022R2036,Regulation (EU) 2022/2036,6,"Banking, Payments, Insurance & AML",hand
32022R2039,Regulation (EU) 2022/2039,10,"Migration, Asylum & Border Management",keyword
32022R2056,Regulation (EU) 2022/2056,14,"Agriculture, Fisheries & Rural Development",hand
32022R2058,Regulation (EU) 2022/2058,5,"Financial Markets, Investment & Capital",keyword
32022R2059,Regulation (EU) 2022/2059,5,"Financial Markets, Investment & Capital",keyword
32022R2060,Regulation (EU) 2022/2060,5,"Financial Markets, Investment & Capital",keyword
32022R2065,DSA - Digital Services Act [Regulation (EU) 2022/2065],2,Platform Regulation & Digital Markets,hand
32022R2077,Regulation (EU) 2022/2077,13,"Health, Medicines & Life Sciences",keyword
32022R2111,Regulation (EU) 2022/2111,5,"Financial Markets, Investment & Capital",keyword
32022R2112,Regulation (EU) 2022/2112,5,"Financial Markets, Investment & Capital",keyword
32022R2113,Regulation (EU) 2022/2113,5,"Financial Markets, Investment & Capital",keyword
32022R2114,Regulation (EU) 2022/2114,5,"Financial Markets, Investment & Capital",keyword
32022R2115,Regulation (EU) 2022/2115,5,"Financial Markets, Investment & Capital",keyword
32022R2116,Regulation (EU) 2022/2116,5,"Financial Markets, Investment & Capital",keyword
32022R2117,Regulation (EU) 2022/2117,5,"Financial Markets, Investment & Capital",hand
32022R2118,Regulation (EU) 2022/2118,5,"Financial Markets, Investment & Capital",keyword
32022R2119,Regulation (EU) 2022/2119,5,"Financial Markets, Investment & Capital",keyword
32022R2120,Regulation (EU) 2022/2120,5,"Financial Markets, Investment & Capital",keyword
32022R2121,Regulation (EU) 2022/2121,5,"Financial Markets, Investment & Capital",keyword
32022R2122,Regulation (EU) 2022/2122,5,"Financial Markets, Investment & Capital",keyword
32022R2123,Regulation (EU) 2022/2123,5,"Financial Markets, Investment & Capital",keyword
32022R2175,Regulation (EU) 2022/2175,15,EU Institutional Framework & Funding,keyword
32022R2181,Regulation (EU) 2022/2181,11,Transport & Mobility,keyword
32022R2202,Regulation (EU) 2022/2202,10,"Migration, Asylum & Border Management",keyword
32022R2239,Regulation (EU) 2022/2239,13,"Health, Medicines & Life Sciences",keyword
32022R2257,Regulation (EU) 2022/2257,5,"Financial Markets, Investment & Capital",keyword
32022R2292,Regulation (EU) 2022/2292,12,"Environment, Energy & Climate",keyword
32022R2304,Regulation (EU) 2022/2304,13,"Health, Medicines & Life Sciences",keyword
32022R2309,Regulation (EU) 2022/2309,15,EU Institutional Framework & Funding,keyword
32022R2328,Regulation (EU) 2022/2328,5,"Financial Markets, Investment & Capital",keyword
32022R2343,Regulation (EU) 2022/2343,14,"Agriculture, Fisheries & Rural Development",hand
32022R2360,Regulation (EU) 2022/2360,6,"Banking, Payments, Insurance & AML",keyword
32022R2370,ECDC Amending Regulation [Regulation (EU) 2022/2370],13,"Health, Medicines & Life Sciences",hand
32022R2371,Cross-Border Health Threats Regulation [Regulation (EU) 2022/2371],13,"Health, Medicines & Life Sciences",hand
32022R2372,Medical Countermeasures Emergency Framework Regulation [Regulation (EU) 2022/2372],10,"Migration, Asylum & Border Management",keyword
32022R2379,Regulation (EU) 2022/2379,14,"Agriculture, Fisheries & Rural Development",hand
32022R2383,Regulation (EU) 2022/2383,11,Transport & Mobility,keyword
32022R2472,Regulation (EU) 2022/2472,14,"Agriculture, Fisheries & Rural Development",keyword
32022R2473,Regulation (EU) 2022/2473,14,"Agriculture, Fisheries & Rural Development",keyword
32022R2474,Regulation (EU) 2022/2474,15,EU Institutional Framework & Funding,keyword
32022R2476,Regulation (EU) 2022/2476,15,EU Institutional Framework & Funding,keyword
32022R2495,Regulation (EU) 2022/2495,14,"Agriculture, Fisheries & Rural Development",keyword
32022R2514,Regulation (EU) 2022/2514,14,"Agriculture, Fisheries & Rural Development",keyword
32022R2554,DORA - Digital Operational Resilience Act [Regulation (EU) 2022/2554],4,Cybersecurity & Operational Resilience,hand
32022R2560,Foreign Subsidies Regulation [Regulation (EU) 2022/2560],7,Consumer Rights & Internal Market,hand
32022R2565,Regulation (EU) 2022/2565,15,EU Institutional Framework & Funding,keyword
32022R2576,Gas Solidarity Regulation [Regulation (EU) 2022/2576],10,"Migration, Asylum & Border Management",keyword
32022R2579,Regulation (EU) 2022/2579,5,"Financial Markets, Investment & Capital",keyword
32022R2580,Regulation (EU) 2022/2580,5,"Financial Markets, Investment & Capital",keyword
32023L0970,Pay Transparency Directive [Directive (EU) 2023/970],7,Consumer Rights & Internal Market,hand
32023L0977,Law Enforcement Information Exchange Directive [Directive (EU) 2023/977],9,Criminal Justice & Fundamental Rights,keyword
32023L1544,e-Evidence Directive [Directive (EU) 2023/1544],9,Criminal Justice & Fundamental Rights,hand
32023L1791,Energy Efficiency Directive [Directive (EU) 2023/1791],12,"Environment, Energy & Climate",keyword
32023L2123,Directive (EU) 2023/2123,9,Criminal Justice & Fundamental Rights,keyword
32023L2225,Consumer Credit Directive [Directive (EU) 2023/2225],6,"Banking, Payments, Insurance & AML",hand
32023L2226,Directive (EU) 2023/2226,5,"Financial Markets, Investment & Capital",keyword
32023L2413,Renewable Energy Directive III [Directive (EU) 2023/2413],12,"Environment, Energy & Climate",keyword
32023L2661,Directive (EU) 2023/2661,5,"Financial Markets, Investment & Capital",hand
32023L2673,Directive (EU) 2023/2673,7,Consumer Rights & Internal Market,keyword
32023L2843,Digitalisation of Judicial Cooperation Directive [Directive (EU) 2023/2843],1,"AI, Data Economy & Digital Identity",keyword
32023L2864,Directive (EU) 2023/2864,5,"Financial Markets, Investment & Capital",hand
32023R0066,Regulation (EU) 2023/66,15,EU Institutional Framework & Funding,keyword
32023R0067,Regulation (EU) 2023/67,10,"Migration, Asylum & Border Management",keyword
32023R0137,Regulation (EU) 2023/137,15,EU Institutional Framework & Funding,keyword
32023R0138,Regulation (EU) 2023/138,2,Platform Regulation & Digital Markets,hand
32023R0168,Regulation (EU) 2023/168,10,"Migration, Asylum & Border Management",keyword
32023R0169,Regulation (EU) 2023/169,10,"Migration, Asylum & Border Management",keyword
32023R0170,Regulation (EU) 2023/170,9,Criminal Justice & Fundamental Rights,keyword
32023R0185,Regulation (EU) 2023/185,15,EU Institutional Framework & Funding,keyword
32023R0203,Regulation (EU) 2023/203,11,Transport & Mobility,keyword
32023R0206,Regulation (EU) 2023/206,6,"Banking, Payments, Insurance & AML",keyword
32023R0246,Regulation (EU) 2023/246,5,"Financial Markets, Investment & Capital",keyword
32023R0332,Regulation (EU) 2023/332,10,"Migration, Asylum & Border Management",keyword
32023R0333,Regulation (EU) 2023/333,10,"Migration, Asylum & Border Management",keyword
32023R0427,Regulation (EU) 2023/427,15,EU Institutional Framework & Funding,keyword
32023R0429,Regulation (EU) 2023/429,15,EU Institutional Framework & Funding,keyword
32023R0435,REPowerEU Regulation [Regulation (EU) 2023/435],12,"Environment, Energy & Climate",hand
32023R0442,Regulation (EU) 2023/442,15,EU Institutional Framework & Funding,keyword
32023R0443,Regulation (EU) 2023/443,11,Transport & Mobility,keyword
32023R0444,Regulation (EU) 2023/444,2,Platform Regulation & Digital Markets,hand
32023R0450,Regulation (EU) 2023/450,5,"Financial Markets, Investment & Capital",keyword
32023R0451,Regulation (EU) 2023/451,5,"Financial Markets, Investment & Capital",keyword
32023R0502,Regulation (EU) 2023/502,7,Consumer Rights & Internal Market,keyword
32023R0503,Regulation (EU) 2023/503,7,Consumer Rights & Internal Market,keyword
32023R0511,Regulation (EU) 2023/511,5,"Financial Markets, Investment & Capital",keyword
32023R0564,Regulation (EU) 2023/564,12,"Environment, Energy & Climate",keyword
32023R0588,Union Secure Connectivity Programme Regulation [Regulation (EU) 2023/588],15,EU Institutional Framework & Funding,hand
32023R0606,ELTIF 2 Regulation [Regulation (EU) 2023/606],5,"Financial Markets, Investment & Capital",hand
32023R0607,Regulation (EU) 2023/607,7,Consumer Rights & Internal Market,keyword
32023R0675,Regulation (EU) 2023/675,14,"Agriculture, Fisheries & Rural Development",hand
32023R0712,Regulation (EU) 2023/712,15,EU Institutional Framework & Funding,keyword
32023R0737,Regulation (EU) 2023/737,15,EU Institutional Framework & Funding,keyword
32023R0738,Regulation (EU) 2023/738,15,EU Institutional Framework & Funding,keyword
32023R0755,Regulation (EU) 2023/755,15,EU Institutional Framework & Funding,keyword
32023R0813,Regulation (EU) 2023/813,14,"Agriculture, Fisheries & Rural Development",keyword
32023R0814,Regulation (EU) 2023/814,1,"AI, Data Economy & Digital Identity",keyword
32023R0823,Regulation (EU) 2023/823,5,"Financial Markets, Investment & Capital",keyword
32023R0825,Regulation (EU) 2023/825,11,Transport & Mobility,keyword
32023R0827,Regulation (EU) 2023/827,5,"Financial Markets, Investment & Capital",keyword
32023R0834,Regulation (EU) 2023/834,13,"Health, Medicines & Life Sciences",keyword
32023R0839,Regulation (EU) 2023/839,12,"Environment, Energy & Climate",keyword
32023R0840,Regulation (EU) 2023/840,5,"Financial Markets, Investment & Capital",keyword
32023R0842,Regulation (EU) 2023/842,7,Consumer Rights & Internal Market,keyword
32023R0857,Regulation (EU) 2023/857,12,"Environment, Energy & Climate",keyword
32023R0888,Regulation (EU) 2023/888,15,EU Institutional Framework & Funding,keyword
32023R0893,Regulation (EU) 2023/893,7,Consumer Rights & Internal Market,keyword
32023R0914,Regulation (EU) 2023/914,7,Consumer Rights & Internal Market,keyword
32023R0955,Social Climate Fund Regulation [Regulation (EU) 2023/955],12,"Environment, Energy & Climate",hand
32023R0956,CBAM [Regulation (EU) 2023/956],12,"Environment, Energy & Climate",hand
32023R0957,Regulation (EU) 2023/957,11,Transport & Mobility,keyword
32023R0969,Regulation (EU) 2023/969,10,"Migration, Asylum & Border Management",hand
32023R0988,General Product Safety Regulation [Regulation (EU) 2023/988],7,Consumer Rights & Internal Market,hand
32023R0996,Regulation (EU) 2023/996,15,EU Institutional Framework & Funding,keyword
32023R1092,Regulation (EU) 2023/1092,14,"Agriculture, Fisheries & Rural Development",hand
32023R1113,Transfer of Funds Regulation [Regulation (EU) 2023/1113],6,"Banking, Payments, Insurance & AML",hand
32023R1114,MiCA - Crypto-Assets Regulation [Regulation (EU) 2023/1114],5,"Financial Markets, Investment & Capital",hand
32023R1115,Deforestation-Free Products Information System Regulation [Regulation (EU) 2023/1115],12,"Environment, Energy & Climate",hand
32023R1117,Regulation (EU) 2023/1117,5,"Financial Markets, Investment & Capital",keyword
32023R1118,Regulation (EU) 2023/1118,5,"Financial Markets, Investment & Capital",keyword
32023R1127,Delegated Regulation [Delegated Regulation (EU) 2023/1127],1,"AI, Data Economy & Digital Identity",keyword
32023R1162,Regulation (EU) 2023/1162,12,"Environment, Energy & Climate",keyword
32023R1177,Regulation (EU) 2023/1177,10,"Migration, Asylum & Border Management",keyword
32023R1192,Regulation (EU) 2023/1192,5,"Financial Markets, Investment & Capital",keyword
32023R1193,Regulation (EU) 2023/1193,5,"Financial Markets, Investment & Capital",keyword
32023R1201,Digital Services Act Procedural Regulation [Regulation (EU) 2023/1201],1,"AI, Data Economy & Digital Identity",keyword
32023R1214,Regulation (EU) 2023/1214,15,EU Institutional Framework & Funding,keyword
32023R1215,Regulation (EU) 2023/1215,15,EU Institutional Framework & Funding,keyword
32023R1216,Regulation (EU) 2023/1216,15,EU Institutional Framework & Funding,keyword
32023R1230,Machinery Regulation [Regulation (EU) 2023/1230],7,Consumer Rights & Internal Market,hand
32023R1231,Windsor Framework Regulation [Regulation (EU) 2023/1231],13,"Health, Medicines & Life Sciences",keyword
32023R1322,EUDA Regulation [Regulation (EU) 2023/1322],13,"Health, Medicines & Life Sciences",hand
32023R1324,Regulation (EU) 2023/1324,14,"Agriculture, Fisheries & Rural Development",keyword
32023R1441,Foreign Subsidies Regulation Procedural Regulation [Regulation (EU) 2023/1441],5,"Financial Markets, Investment & Capital",keyword
